code,term
117431000119101,Long term current use of drug therapy for attention deficit hyperactivity disorder
192127007,Child attention deficit disorder
192131001,Hyperkinesis with developmental delay
192132008,Hyperkinetic conduct disorder
229715008,Deficits in attention motor control and perception
23148009,Undifferentiated attention deficit disorder
31177006,"Attention deficit hyperactivity disorder, combined type"
35253001,"Attention deficit hyperactivity disorder, predominantly inattentive type"
406506008,Attention deficit hyperactivity disorder
444613000,Adult attention deficit hyperactivity disorder
702536007,Stimulant drug therapy for attention deficit hyperactivity disorder
702538008,Drug therapy for attention deficit hyperactivity disorder
702815001,"Attention deficit hyperactivity disorder, inattentive presentation (restrictive)"
703314001,Non-stimulant drug therapy for attention deficit hyperactivity disorder
7461003,"Attention deficit hyperactivity disorder, predominantly hyperactive impulsive type"
886371000000105,On drug therapy for attention deficit hyperactivity disorder
886391000000109,On stimulant drug therapy for attention deficit hyperactivity disorder
886411000000109,On non-stimulant drug therapy for attention deficit hyperactivity disorder
